Evasao,Genero,Idoso,Possui_Parceiro,Possui_Dependentes,Meses_Contrato,Servico_Telefone,Multiplas_Linhas,Tipo_Internet,Seguranca_Online,Backup_Online,Protecao_Dispositivo,Suporte_Tecnico,Streaming_TV,Streaming_Filmes,Tipo_Contrato,Fatura_Digital,Metodo_Pagamento,Fatura_Mensal,Fatura_Diaria
1,Female,1,0,0,4,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,78.85,2.628333333333333
0,Female,1,0,0,45,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),100.15,3.3383333333333334
0,Female,0,0,0,21,0,0,DSL,1,0,0,1,0,0,Two year,0,Mailed check,35.1,1.1700000000000002
1,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.7,2.356666666666667
0,Female,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),113.65,3.7883333333333336
1,Female,0,0,0,6,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,47.95,1.5983333333333334
0,Male,0,1,1,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),65.1,2.17
0,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.6,1.52
1,Male,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.45,2.5483333333333333
1,Female,0,0,0,52,1,1,Fiber optic,1,1,0,1,1,1,One year,1,Credit card (automatic),111.25,3.7083333333333335
1,Female,0,0,0,5,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,75.55,2.518333333333333
0,Female,0,1,1,48,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.0,0.6666666666666666
0,Female,0,1,0,67,1,1,DSL,1,1,1,0,0,1,One year,0,Mailed check,75.1,2.503333333333333
1,Male,1,1,0,29,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.45,3.148333333333333
0,Male,0,1,0,65,1,1,DSL,1,1,1,0,0,0,One year,0,Credit card (automatic),67.05,2.235
1,Female,0,1,1,17,1,0,Fiber optic,0,0,1,1,1,1,One year,0,Bank transfer (automatic),98.6,3.286666666666666
0,Female,0,0,0,11,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.3,0.6766666666666666
0,Female,0,1,1,52,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.1,0.67
0,Female,0,1,1,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),113.65,3.7883333333333336
1,Female,0,1,0,34,1,1,DSL,1,1,0,1,0,0,Month-to-month,0,Electronic check,62.65,2.0883333333333334
0,Male,0,0,0,3,1,0,DSL,0,0,0,0,0,1,Month-to-month,0,Mailed check,54.65,1.8216666666666663
1,Male,0,0,1,3,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),54.7,1.8233333333333333
0,Male,0,0,0,10,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.15,2.3383333333333334
1,Male,1,1,0,4,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,74.95,2.498333333333333
0,Female,0,0,0,15,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),83.2,2.773333333333333
0,Female,0,0,0,3,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,24.6,0.8200000000000001
0,Female,1,1,0,52,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Electronic check,109.1,3.6366666666666654
0,Female,1,0,0,21,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),95.4,3.18
0,Female,0,1,0,68,1,0,DSL,0,1,0,1,1,0,Two year,0,Bank transfer (automatic),64.1,2.1366666666666663
0,Male,1,0,0,39,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,90.7,3.023333333333333
0,Female,0,1,0,46,0,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,43.95,1.465
1,Female,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.0,2.833333333333333
1,Male,0,1,1,13,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),74.4,2.48
0,Male,0,1,1,72,0,0,DSL,1,1,1,1,0,0,Two year,0,Credit card (automatic),45.25,1.5083333333333333
1,Female,1,1,0,38,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.95,2.498333333333333
0,Male,0,1,0,64,1,1,DSL,0,1,0,1,0,1,One year,1,Mailed check,70.15,2.3383333333333334
0,Female,1,0,0,13,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,96.85,3.228333333333333
0,Male,0,0,1,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.2,0.6733333333333333
0,Female,0,0,0,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),91.35,3.045
0,Female,0,1,1,57,1,1,DSL,1,0,1,1,1,1,Two year,1,Electronic check,84.5,2.816666666666667
0,Female,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),115.5,3.85
1,Male,1,0,0,1,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.0,3.1333333333333333
1,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.95,2.665
1,Female,0,0,0,8,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.65,3.3216666666666668
1,Female,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.25,2.475
0,Male,0,0,1,47,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Electronic check,55.3,1.8433333333333333
0,Male,1,1,0,69,0,0,DSL,0,0,1,0,0,0,One year,1,Credit card (automatic),29.8,0.9933333333333334
0,Male,0,1,1,38,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.6,0.6533333333333334
0,Male,0,0,0,26,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.9,0.6966666666666667
0,Female,0,1,1,14,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.8,2.8266666666666667
0,Male,0,0,0,11,1,0,DSL,0,1,0,0,1,0,One year,1,Electronic check,61.25,2.0416666666666665
1,Female,1,0,0,2,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),79.75,2.658333333333333
1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,18.85,0.6283333333333334
0,Female,0,1,0,27,1,0,Fiber optic,1,0,0,1,1,1,One year,1,Credit card (automatic),101.9,3.396666666666667
0,Male,0,0,0,8,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,43.55,1.4516666666666669
0,Female,0,1,1,23,1,0,DSL,1,1,1,1,0,0,One year,1,Mailed check,66.25,2.208333333333333
1,Female,0,0,0,13,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,100.35,3.345
0,Female,0,1,0,60,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),110.8,3.693333333333333
0,Female,0,1,1,6,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Electronic check,54.85,1.8283333333333331
0,Male,1,1,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.85,2.495
0,Male,0,0,1,66,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.3,0.8433333333333334
0,Male,0,1,0,72,1,1,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),85.95,2.865
0,Male,0,0,0,33,1,1,DSL,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),54.65,1.8216666666666663
0,Male,0,1,0,23,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.3,0.6433333333333333
0,Female,0,1,1,59,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),90.3,3.01
0,Male,0,0,0,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.8,1.4933333333333332
0,Male,0,1,1,67,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),89.55,2.985
0,Female,0,0,0,4,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.3,0.8433333333333334
0,Male,0,1,0,72,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),110.9,3.6966666666666663
0,Female,0,1,0,42,1,1,DSL,1,1,0,1,0,0,Month-to-month,1,Credit card (automatic),66.4,2.2133333333333334
0,Female,1,0,0,26,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,78.8,2.6266666666666665
0,Male,0,1,0,38,1,1,Fiber optic,1,0,1,1,1,1,One year,1,Electronic check,110.7,3.69
0,Male,0,1,0,24,1,1,DSL,1,0,0,1,0,0,One year,1,Electronic check,58.35,1.945
0,Female,0,1,0,65,1,0,DSL,1,0,1,1,0,0,Two year,0,Credit card (automatic),58.9,1.9633333333333332
0,Female,0,0,0,67,1,0,DSL,1,0,1,1,0,1,One year,1,Bank transfer (automatic),72.35,2.411666666666666
1,Female,1,1,0,43,1,1,Fiber optic,1,0,1,1,1,1,One year,1,Mailed check,109.55,3.6516666666666655
0,Male,0,0,0,24,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.1,3.1366666666666663
0,Female,0,0,0,64,1,1,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),24.4,0.8133333333333332
0,Female,0,0,1,40,1,0,DSL,1,0,0,1,1,0,Month-to-month,1,Credit card (automatic),64.1,2.1366666666666663
0,Male,0,0,0,15,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.8,0.66
0,Male,0,0,1,71,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,24.35,0.8116666666666668
0,Male,1,1,0,27,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.55,2.3516666666666666
0,Male,0,0,0,4,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.7,0.69
0,Female,0,0,0,12,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.1,0.67
1,Male,0,0,0,8,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),84.5,2.816666666666667
1,Female,1,1,0,33,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),80.6,2.6866666666666665
0,Female,0,1,1,52,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.85,0.6616666666666667
0,Female,0,1,0,60,1,0,DSL,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),59.85,1.995
0,Male,1,1,0,33,0,0,DSL,0,1,1,1,1,0,Month-to-month,1,Electronic check,50.0,1.6666666666666667
0,Female,0,1,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.25,0.6416666666666667
0,Male,0,0,0,6,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,50.05,1.6683333333333332
1,Female,0,1,0,54,1,1,DSL,0,0,0,0,1,1,One year,1,Credit card (automatic),70.15,2.3383333333333334
1,Female,1,1,0,24,0,0,DSL,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),40.65,1.355
0,Female,0,1,1,35,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.85,0.6616666666666667
0,Female,0,1,0,72,1,1,DSL,1,1,1,0,1,1,Two year,1,Credit card (automatic),82.65,2.7550000000000003
0,Male,0,0,0,43,1,0,Fiber optic,1,1,1,1,0,0,One year,1,Credit card (automatic),90.65,3.021666666666667
0,Male,0,0,0,43,0,0,DSL,0,0,1,1,0,1,One year,0,Electronic check,44.15,1.471666666666667
0,Female,0,1,1,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),69.95,2.3316666666666666
0,Female,1,0,0,44,1,0,Fiber optic,0,1,1,0,0,1,One year,0,Credit card (automatic),89.15,2.9716666666666667
1,Male,1,1,0,12,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.45,2.681666666666666
0,Male,0,0,1,53,1,0,Fiber optic,1,1,1,0,0,1,One year,0,Electronic check,95.95,3.1983333333333333
0,Female,0,0,0,23,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.5,0.65
0,Female,0,0,0,62,1,1,Fiber optic,0,0,0,0,1,1,One year,1,Bank transfer (automatic),94.0,3.1333333333333333
0,Male,0,0,1,27,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.6,0.6866666666666668
0,Female,0,0,0,15,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,48.85,1.6283333333333334
0,Female,0,0,0,69,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),24.6,0.8200000000000001
0,Male,0,0,0,3,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),74.45,2.481666666666667
1,Female,0,1,1,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.7,2.49
0,Female,0,0,0,70,1,1,Fiber optic,0,1,0,0,1,1,One year,0,Electronic check,98.9,3.296666666666667
0,Female,1,0,0,15,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,91.5,3.05
0,Female,0,1,1,67,1,1,Fiber optic,1,0,1,1,0,1,One year,1,Bank transfer (automatic),100.25,3.341666666666667
0,Female,0,0,0,64,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),110.5,3.683333333333333
0,Female,0,1,1,45,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Electronic check,105.15,3.5050000000000003
1,Female,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.15,2.3383333333333334
0,Female,0,0,0,40,0,0,DSL,1,0,0,1,1,1,One year,1,Bank transfer (automatic),54.55,1.8183333333333327
1,Female,0,0,1,48,1,0,Fiber optic,0,1,1,1,1,0,Two year,1,Mailed check,95.5,3.183333333333333
1,Male,0,0,0,40,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,0,Bank transfer (automatic),104.8,3.493333333333333
1,Female,0,0,0,18,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,88.35,2.945
0,Female,0,1,1,8,1,1,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,55.75,1.8583333333333332
0,Female,0,1,1,70,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),89.0,2.966666666666667
0,Female,0,1,1,38,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.95,0.6649999999999999
0,Female,0,1,1,51,1,1,Fiber optic,0,0,1,0,0,1,One year,1,Electronic check,90.15,3.0050000000000003
1,Female,0,0,0,15,1,0,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Credit card (automatic),99.1,3.303333333333333
0,Male,0,1,1,9,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.6,0.6533333333333334
0,Female,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),18.75,0.625
1,Female,0,0,1,4,1,1,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Mailed check,87.1,2.9033333333333333
0,Male,0,1,1,72,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.1,0.8366666666666667
0,Female,0,0,0,48,1,0,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),102.5,3.4166666666666665
0,Male,0,0,0,17,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.8,2.36
0,Male,0,1,0,71,1,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),86.1,2.87
1,Male,0,0,0,14,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,89.95,2.998333333333333
0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.1,0.6366666666666667
0,Female,0,0,0,11,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.05,0.6683333333333333
0,Male,0,1,1,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),65.25,2.175
1,Male,0,1,0,1,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,76.2,2.54
1,Female,0,1,1,36,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Bank transfer (automatic),97.35,3.245
0,Male,0,1,1,27,1,1,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Credit card (automatic),85.2,2.8400000000000003
0,Female,0,1,0,50,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.85,0.6616666666666667
1,Male,0,1,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),44.7,1.49
0,Male,0,0,0,35,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,83.15,2.771666666666667
1,Male,0,0,0,7,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,86.8,2.893333333333333
0,Female,0,1,0,53,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.05,0.635
0,Female,0,1,0,72,1,0,DSL,1,1,1,1,1,1,Two year,0,Mailed check,85.1,2.8366666666666664
1,Male,0,0,0,4,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,50.4,1.68
1,Male,0,1,0,32,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,78.9,2.6300000000000003
0,Female,0,0,0,25,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.05,0.635
0,Male,0,1,0,37,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Electronic check,90.35,3.0116666666666663
0,Male,0,1,1,26,1,1,DSL,0,0,1,1,1,1,One year,1,Credit card (automatic),82.0,2.7333333333333334
0,Male,0,1,1,35,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),89.65,2.9883333333333337
0,Male,1,1,0,71,1,0,DSL,1,1,0,1,1,0,One year,1,Bank transfer (automatic),71.0,2.3666666666666667
0,Female,0,0,0,28,1,1,DSL,1,0,1,0,0,0,One year,0,Mailed check,59.0,1.9666666666666663
1,Female,0,0,0,15,1,0,DSL,0,0,1,0,0,1,Month-to-month,1,Electronic check,59.45,1.981666666666667
0,Male,0,1,0,71,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),113.15,3.771666666666667
0,Male,0,1,1,70,1,0,DSL,1,1,1,0,1,1,Two year,1,Credit card (automatic),80.15,2.671666666666667
0,Female,0,1,0,71,1,0,DSL,0,1,1,1,1,1,Two year,1,Credit card (automatic),80.7,2.69
0,Male,0,0,0,62,1,1,Fiber optic,1,1,0,0,0,1,One year,1,Bank transfer (automatic),92.3,3.0766666666666667
0,Male,1,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Month-to-month,1,Credit card (automatic),112.9,3.7633333333333336
0,Female,0,0,1,14,1,0,DSL,0,0,1,0,1,0,Month-to-month,1,Credit card (automatic),59.8,1.9933333333333327
0,Female,0,1,1,70,1,0,DSL,1,0,0,1,1,1,Two year,0,Credit card (automatic),75.35,2.5116666666666663
0,Male,0,0,1,9,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.1,0.67
0,Female,0,1,1,72,1,1,DSL,1,1,1,1,0,1,Two year,1,Bank transfer (automatic),79.5,2.65
0,Female,0,1,0,63,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),109.25,3.6416666666666666
1,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71.15,2.371666666666667
0,Female,0,1,1,70,1,1,DSL,1,1,0,0,1,0,Two year,1,Credit card (automatic),69.2,2.306666666666666
0,Female,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),89.75,2.9916666666666667
0,Male,1,1,0,8,1,0,DSL,1,0,0,0,1,0,Month-to-month,0,Bank transfer (automatic),60.9,2.03
1,Female,1,0,0,42,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.65,2.8216666666666668
1,Female,0,0,0,18,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),90.0,3.0
0,Male,0,1,0,66,1,1,Fiber optic,0,1,1,0,0,1,One year,0,Electronic check,95.3,3.1766666666666667
0,Male,0,0,0,10,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,75.05,2.5016666666666665
0,Male,0,0,1,25,0,0,DSL,1,0,0,0,1,0,One year,1,Credit card (automatic),40.65,1.355
0,Male,0,1,1,45,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),95.95,3.1983333333333333
0,Female,0,1,1,11,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),51.0,1.7
1,Male,1,0,0,1,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.55,3.118333333333333
0,Female,0,0,0,8,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.2,0.64
0,Female,0,1,0,72,1,1,DSL,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),64.75,2.158333333333333
0,Female,0,1,1,61,1,1,DSL,1,1,1,1,0,1,One year,1,Electronic check,79.4,2.646666666666667
0,Female,0,0,0,35,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,0,Credit card (automatic),80.05,2.668333333333333
0,Male,0,0,0,69,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.1,0.6366666666666667
0,Male,0,0,0,59,0,0,DSL,0,0,0,1,1,1,Month-to-month,1,Electronic check,51.7,1.7233333333333334
0,Male,0,0,1,52,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.65,0.6549999999999999
0,Male,0,0,0,20,1,1,DSL,1,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),59.2,1.9733333333333332
0,Female,0,0,0,53,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.25,0.675
0,Female,0,1,1,3,0,0,DSL,0,1,0,0,0,1,Month-to-month,0,Mailed check,40.3,1.3433333333333333
0,Male,0,0,0,13,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.15,2.3383333333333334
1,Female,0,1,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),79.35,2.645
0,Male,0,0,0,54,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.0,0.6666666666666666
0,Female,1,0,0,34,1,1,Fiber optic,0,1,0,1,1,0,Month-to-month,1,Electronic check,96.35,3.2116666666666664
0,Female,0,0,0,35,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.75,0.6916666666666667
0,Female,0,1,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.55,0.685
1,Male,0,1,1,18,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Mailed check,95.15,3.171666666666667
0,Male,0,0,0,27,1,0,DSL,1,0,1,1,1,1,One year,0,Electronic check,81.7,2.7233333333333336
1,Male,1,1,0,1,0,0,DSL,0,1,0,0,1,0,Month-to-month,0,Electronic check,40.2,1.34
0,Male,0,0,0,31,1,0,DSL,1,1,1,1,1,0,Month-to-month,1,Bank transfer (automatic),72.45,2.415
1,Female,0,0,0,64,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Credit card (automatic),100.05,3.335
0,Male,1,1,0,10,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,75.3,2.51
0,Female,1,0,0,34,0,0,DSL,0,1,1,0,1,1,Month-to-month,1,Electronic check,56.25,1.875
0,Male,0,0,0,13,1,0,No,0,0,0,0,0,0,One year,1,Electronic check,19.95,0.6649999999999999
1,Female,0,0,0,18,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Electronic check,90.1,3.003333333333333
1,Male,0,0,0,1,0,0,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,29.7,0.99
1,Male,0,0,0,26,1,0,Fiber optic,0,1,1,0,1,0,Month-to-month,0,Electronic check,89.8,2.993333333333333
0,Male,0,0,0,15,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),87.75,2.925
1,Male,0,0,0,11,1,1,DSL,0,0,1,0,0,0,Month-to-month,0,Electronic check,53.75,1.7916666666666667
0,Male,0,1,1,70,1,1,DSL,0,1,1,1,1,1,Two year,1,Electronic check,84.1,2.803333333333333
0,Female,0,0,0,36,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.25,0.6416666666666667
0,Male,0,0,0,26,1,0,No,0,0,0,0,0,0,One year,1,Credit card (automatic),20.65,0.6883333333333332
0,Male,0,1,1,69,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.9,0.6633333333333333
0,Female,0,0,1,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,51.2,1.7066666666666668
1,Male,0,0,0,8,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.1,2.3366666666666664
0,Female,0,0,0,52,1,1,DSL,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),80.95,2.6983333333333333
0,Male,0,1,1,68,1,0,Fiber optic,1,0,1,0,0,0,Two year,0,Credit card (automatic),80.35,2.678333333333333
0,Female,1,1,1,62,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Credit card (automatic),96.1,3.203333333333333
1,Female,0,0,0,2,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,91.4,3.046666666666667
0,Female,0,0,0,19,1,1,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),24.7,0.8233333333333334
0,Male,0,1,1,9,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),102.6,3.42
0,Male,0,1,0,24,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.75,0.6583333333333333
0,Male,0,1,0,61,1,0,DSL,1,1,0,1,1,1,Two year,1,Mailed check,81.05,2.7016666666666667
0,Male,0,1,1,72,1,1,Fiber optic,0,1,1,1,0,0,Two year,0,Bank transfer (automatic),90.45,3.015
0,Male,0,1,0,8,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Mailed check,75.0,2.5
0,Female,0,0,1,13,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),88.95,2.9650000000000003
0,Male,0,1,1,30,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),54.45,1.815
0,Female,0,1,1,38,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,54.5,1.8166666666666669
0,Female,0,0,0,71,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Credit card (automatic),106.75,3.558333333333333
1,Female,0,0,1,16,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,81.0,2.7
0,Female,0,0,0,36,0,0,DSL,1,0,0,0,0,0,Two year,0,Bank transfer (automatic),31.05,1.035
1,Male,0,0,0,1,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,51.25,1.7083333333333333
0,Male,0,1,1,52,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.2,0.64
1,Female,0,0,1,4,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,0,Mailed check,89.6,2.9866666666666664
